matrix_size,exponent,field_size,computation_time_ns
231,1000000,1048576,26117369000
65,1000000,1048576,563656000
100,1000000,1048576,2085064400
112,1000000,1048576,2954263400
264,1000000,1048576,39075955200
21,1000000,1048576,17674000
288,1000000,1048576,50746329600
113,1000000,1048576,3035320900
178,1000000,1048576,11905020900
17,1000000,1048576,9443100
98,1000000,1048576,1966630100
248,1000000,1048576,33056779800
226,1000000,1048576,25239912200
233,1000000,1048576,27578189100
127,1000000,1048576,4451228700
241,1000000,1048576,30858994800
236,1000000,1048576,28289539400
148,1000000,1048576,6813156300
42,1000000,1048576,142142500
129,1000000,1048576,4510986100
308,1000000,1048576,62111249000
303,1000000,1048576,59141753100
139,1000000,1048576,5661830700
312,1000000,1048576,64625112600
209,1000000,1048576,19389207300
226,1000000,1048576,24439211900
162,1000000,1048576,9012118000
261,1000000,1048576,37829558500
182,1000000,1048576,12717485400
60,1000000,1048576,435885200
281,1000000,1048576,47096797300
55,1000000,1048576,336523200
23,1000000,1048576,24160300
297,1000000,1048576,55854998900
96,1000000,1048576,1845768900
186,1000000,1048576,13641683200
38,1000000,1048576,103239700
106,1000000,1048576,2512449700
236,1000000,1048576,27960236800
269,1000000,1048576,41369743200
177,1000000,1048576,11750949000
94,1000000,1048576,1727528900
18,1000000,1048576,11260100
203,1000000,1048576,17678049600
180,1000000,1048576,12302129900
53,1000000,1048576,295523000
84,1000000,1048576,1226476200
163,1000000,1048576,9138104200
228,1000000,1048576,25127312900
275,1000000,1048576,44133916800
184,1000000,1048576,13201536700
51,1000000,1048576,262108300
316,1000000,1048576,67262696400
270,1000000,1048576,41836178000
122,1000000,1048576,3825956600
